,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region,K
1548,1548,1548,60355,2006,jeep,Commander,suv,automatic,ca,1.9,138568.0,silver,gray,5025,4100,77030,9,pacific,2
1549,1549,1549,27453,2007,mercedes-benz,S-Class,sedan,automatic,ca,4.4,111193.0,gray,black,17450,16500,77030,8,pacific,2
1550,1550,1550,327629,2008,chevrolet,HHR,wagon,automatic,mi,1.9,127370.0,gold,black,3225,1700,65610,7,midwest,0
1551,1551,1551,356701,2007,cadillac,CTS,sedan,automatic,ga,4.1,61590.0,beige,black,8525,9500,61450,8,southeast,0
1552,1552,1552,180727,2012,dodge,Avenger,sedan,automatic,md,3.3,107779.0,red,black,6750,7000,89090,3,northeast,1
1553,1553,1553,9938,1998,chevrolet,Cavalier,sedan,automatic,ca,1.9,110947.0,gray,beige,550,600,77030,16,pacific,2
1554,1554,1554,340271,2002,chevrolet,Venture,van,automatic,ga,3.3,190297.0,black,gray,900,1150,61450,13,southeast,0
1555,1555,1555,363102,2013,ford,Escape,suv,automatic,ga,5.0,33474.0,white,gray,15200,17600,61450,2,southeast,0
1556,1556,1556,436370,2014,ford,C-Max Hybrid,wagon,automatic,mo,4.1,27379.0,white,black,17200,18000,71660,1,midwest,0
1557,1557,1557,466033,2014,toyota,Highlander,suv,automatic,wa,4.1,26239.0,silver,gray,28000,28600,81400,1,pacific,0
1558,1558,1558,468979,2013,ford,Taurus,sedan,automatic,ms,3.9,53204.0,gray,black,13200,13000,48460,2,southeast,0
1559,1559,1559,458185,2012,hyundai,Genesis,sedan,automatic,la,3.6,57614.0,white,beige,14800,15100,55590,3,southeast,0
1560,1560,1560,239223,2012,ford,Expedition,suv,automatic,fl,4.3,35092.0,black,black,30800,33400,59100,3,southeast,1
1561,1561,1561,112388,2012,honda,Civic,sedan,automatic,pa,3.4,29050.0,burgundy,tan,12350,12700,73100,3,northeast,2
1562,1562,1562,380959,2001,dodge,Grand Caravan,van,automatic,nc,1.9,187368.0,white,gray,825,700,61490,14,southeast,0
1563,1563,1563,85466,2013,mercedes-benz,C-Class,sedan,automatic,tx,3.7,15637.0,black,black,23400,22750,68360,2,southwest,2
1564,1564,1564,55291,2008,chrysler,PT Cruiser,convertible,automatic,ca,2.9,112158.0,white,beige,3100,3400,77030,7,pacific,2
1565,1565,1565,164916,2013,kia,Forte,hatchback,automatic,tn,4.2,47145.0,black,tan,9100,11000,57290,2,southeast,1
1566,1566,1566,366272,2010,honda,CR-V,suv,automatic,va,3.6,52630.0,silver,gray,14900,15900,74430,4,southeast,0
1567,1567,1567,259411,2013,ford,Explorer,suv,automatic,fl,3.7,56538.0,gray,black,21200,21800,59100,2,southeast,1
1568,1568,1568,313632,2014,ford,F-150,cab,automatic,oh,5.0,6825.0,black,gray,27900,26700,64520,1,midwest,1
1569,1569,1569,79265,2013,ram,1500,cab,automatic,tx,3.3,35126.0,orange,gray,22300,21700,68360,2,southwest,2
1570,1570,1570,314046,2013,ford,Explorer,suv,automatic,oh,5.0,46050.0,white,gray,26500,27800,64520,2,midwest,1
1571,1571,1571,362517,2013,nissan,Altima,coupe,automatic,ga,2.9,58197.0,red,black,10700,11600,61450,2,southeast,0
1572,1572,1572,134984,2014,dodge,Grand Caravan,van,automatic,mn,4.0,20022.0,black,black,16800,17500,83200,1,midwest,2
1573,1573,1573,125251,2006,honda,Odyssey,van,automatic,pa,4.1,110685.0,beige,gray,7850,9800,73100,9,northeast,2
1574,1574,1574,297031,2014,kia,Forte,sedan,automatic,nv,4.1,20258.0,red,gray,11450,11200,62960,1,mountain west,1
1575,1575,1575,173174,2011,ford,Transit Connect,van,automatic,tn,2.0,93324.0,white,gray,10700,7600,57290,4,southeast,1
1576,1576,1576,88862,2012,mercedes-benz,Sprinter,van,automatic,tx,3.4,37127.0,gray,black,39300,32300,68360,3,southwest,2
1577,1577,1577,137212,2003,bmw,7 Series,sedan,automatic,mn,3.2,96637.0,gray,gray,6250,6200,83200,12,midwest,2
1578,1578,1578,369671,2014,kia,Soul,wagon,automatic,va,4.6,40211.0,green,black,13100,12600,74430,1,southeast,0
1579,1579,1579,30312,2004,bmw,X5,suv,automatic,ca,3.1,94312.0,gray,black,6575,7900,77030,11,pacific,2
1580,1580,1580,144233,2013,chevrolet,Volt,hatchback,automatic,az,2.5,69081.0,gray,gray,11450,13000,63250,2,southwest,2
1581,1581,1581,459028,2011,ford,Focus,sedan,automatic,la,3.3,63179.0,red,black,8225,7000,55590,4,southeast,0
1582,1582,1582,369257,2007,chevrolet,Silverado 1500 Classic,cab,automatic,va,2.7,50372.0,blue,gray,6975,10100,74430,8,southeast,0
1583,1583,1583,322736,2010,dodge,Journey,suv,automatic,mi,3.2,60104.0,blue,black,13450,12900,65610,5,midwest,0
1584,1584,1584,147040,2012,volkswagen,Jetta,sedan,automatic,az,2.4,31979.0,silver,black,12500,9500,63250,3,southwest,2
1585,1585,1585,10691,2012,nissan,Altima,sedan,automatic,ca,4.3,29614.0,black,black,12400,11750,77030,3,pacific,2
1586,1586,1586,88686,2014,ford,Focus,sedan,automatic,tx,4.3,13652.0,—,black,10500,10500,68360,1,southwest,2
1587,1587,1587,365789,2006,dodge,Ram Pickup 1500,cab,automatic,va,2.8,125394.0,gray,gray,10100,9800,74430,8,southeast,0
1588,1588,1588,174295,2011,ford,Transit Connect,van,automatic,tn,4.9,50133.0,white,gray,11250,14500,57290,4,southeast,1
1589,1589,1589,105277,2010,nissan,Murano,suv,automatic,tx,3.3,72260.0,gray,black,11800,12100,68360,5,southwest,2
1590,1590,1590,230746,2011,hyundai,Sonata,sedan,automatic,fl,3.9,158297.0,black,black,8075,8300,59100,4,southeast,1
1591,1591,1591,269325,2013,nissan,Rogue,suv,automatic,nj,2.6,6722.0,white,gray,19250,16800,82750,2,northeast,1
1592,1592,1592,369683,2013,ford,Explorer,suv,automatic,va,3.5,23414.0,silver,gray,22300,21700,74430,2,southeast,0
1593,1593,1593,438154,2012,ford,Focus,sedan,automatic,mo,3.7,19511.0,silver,black,10550,10500,71660,3,midwest,0
1594,1594,1594,69375,2014,hyundai,Tucson,suv,automatic,tx,4.6,18930.0,brown,gray,15850,15400,68360,0,southwest,2
1595,1595,1595,254101,2006,toyota,Prius,hatchback,automatic,fl,2.4,76630.0,beige,beige,5375,4100,59100,9,southeast,1
1596,1596,1596,171476,2013,ford,Escape,suv,automatic,tn,4.8,26774.0,—,gray,16200,16800,57290,2,southeast,1
1597,1597,1597,70325,2013,chevrolet,Malibu,sedan,automatic,tx,3.8,37010.0,white,black,13250,13600,68360,2,southwest,2
1598,1598,1598,217698,2011,ford,Explorer,suv,automatic,fl,3.7,69134.0,black,black,21100,20400,59100,4,southeast,1
1599,1599,1599,228322,2013,ford,Escape,suv,automatic,fl,4.4,15522.0,—,gray,18850,18000,59100,2,southeast,1
1600,1600,1600,36129,2014,ford,Mustang,convertible,automatic,ca,3.4,52889.0,red,black,14100,14200,77030,1,pacific,2
1601,1601,1601,97771,2011,ford,F-350 Super Duty,cab,automatic,tx,2.9,141379.0,white,beige,26000,23900,68360,4,southwest,2
1602,1602,1602,211915,2014,mini,Cooper Countryman,wagon,automatic,fl,2.7,27837.0,silver,black,18650,18200,59100,1,southeast,1
1603,1603,1603,444339,2013,ford,Fusion,sedan,automatic,mo,4.6,17416.0,burgundy,black,15050,16200,71660,2,midwest,0
1604,1604,1604,468551,2007,chevrolet,Silverado 1500,cab,automatic,ms,1.9,138793.0,gray,gray,9625,4300,48460,8,southeast,0
1605,1605,1605,214362,2014,dodge,Grand Caravan,van,automatic,fl,4.0,13018.0,gold,tan,17250,16600,59100,1,southeast,1
1606,1606,1606,59536,2014,hyundai,Elantra,sedan,automatic,ca,1.0,19468.0,red,black,12300,7400,77030,1,pacific,2
1607,1607,1607,291842,2006,jeep,Grand Cherokee,suv,automatic,nv,3.2,64906.0,green,gray,9050,9200,62960,9,mountain west,1
1608,1608,1608,447187,2013,ford,Escape,suv,automatic,ny,4.8,29230.0,silver,gray,17000,17200,70210,2,northeast,0
1609,1609,1609,297856,2007,cadillac,Escalade ESV,suv,automatic,nv,3.9,189687.0,black,black,11700,14250,62960,8,mountain west,1
1610,1610,1610,156544,2014,chevrolet,Cruze,sedan,automatic,wi,3.5,35550.0,red,beige,12500,12600,67090,1,midwest,1
1611,1611,1611,32351,2012,bmw,5 Series,sedan,automatic,ca,4.9,33949.0,gray,black,28500,28500,77030,3,pacific,2
1612,1612,1612,62532,2013,nissan,Maxima,sedan,automatic,ca,3.7,53848.0,gray,black,13550,14200,77030,2,pacific,2
1613,1613,1613,55038,2004,jaguar,X-Type,sedan,automatic,ca,1.9,98799.0,blue,beige,2600,2700,77030,11,pacific,2
1614,1614,1614,49749,2004,kia,Rio,wagon,automatic,ca,4.1,70619.0,red,gray,1700,4200,77030,11,pacific,2
1615,1615,1615,262645,2007,hyundai,Tiburon,hatchback,manual,ne,2.7,86396.0,blue,black,5050,5400,73200,8,midwest,1
1616,1616,1616,370271,2004,ford,Explorer,suv,automatic,va,2.0,176613.0,blue,gray,1825,900,74430,11,southeast,0
1617,1617,1617,350352,2006,volkswagen,Passat,sedan,automatic,ga,2.0,135286.0,black,tan,2500,3800,61450,9,southeast,0
1618,1618,1618,451501,2005,nissan,Murano,suv,automatic,ma,1.9,105667.0,silver,black,5550,4900,82150,10,northeast,0
1619,1619,1619,134770,2010,toyota,Corolla,sedan,automatic,mn,3.5,65348.0,red,black,9100,9600,83200,5,midwest,2
1620,1620,1620,291763,2011,toyota,Tundra,cab,automatic,nv,3.6,66899.0,gray,gray,31300,32000,62960,4,mountain west,1
1621,1621,1621,244288,2014,gmc,Savana Cargo,van,automatic,fl,2.9,11911.0,white,gray,19600,19200,59100,1,southeast,1
1622,1622,1622,251288,2013,chevrolet,Cruze,sedan,automatic,fl,4.1,55645.0,white,black,9650,9900,59100,2,southeast,1
1623,1623,1623,187655,2004,mercedes-benz,C-Class,sedan,automatic,fl,1.9,57029.0,blue,beige,4775,4900,59100,10,southeast,1
1624,1624,1624,195274,2006,volkswagen,Jetta,sedan,manual,fl,2.5,175814.0,black,black,2575,2600,59100,9,southeast,1
1625,1625,1625,400949,2014,dodge,Avenger,sedan,automatic,in,4.5,9894.0,black,black,12150,12700,62930,1,midwest,0
1626,1626,1626,74459,2005,ford,Mustang,coupe,automatic,tx,3.7,12349.0,silver,black,6725,6500,68360,10,southwest,2
1627,1627,1627,396453,2009,ford,Ranger,cab,manual,nc,2.7,97371.0,gray,black,6950,7300,61490,6,southeast,0
1628,1628,1628,124243,2014,nissan,NV Cargo,van,automatic,pa,4.7,16445.0,white,gray,22000,22100,73100,1,northeast,2
1629,1629,1629,270435,2013,chrysler,200,sedan,automatic,nj,2.7,25997.0,gray,black,11400,9000,82750,2,northeast,1
1630,1630,1630,216296,2014,kia,Sorento,suv,automatic,fl,4.9,10909.0,white,beige,17950,19400,59100,1,southeast,1
1631,1631,1631,424338,2015,kia,Sorento,suv,automatic,co,4.4,16130.0,black,black,20800,21500,80610,0,mountain west,0
1632,1632,1632,261047,2014,dodge,Journey,suv,automatic,fl,4.8,23951.0,white,black,15800,15900,59100,1,southeast,1
1633,1633,1633,281770,2013,dodge,Avenger,sedan,automatic,nj,2.9,52804.0,white,black,9500,9000,82750,2,northeast,1
1634,1634,1634,77146,2011,ford,Taurus,sedan,automatic,tx,4.3,53703.0,white,beige,11850,13500,68360,4,southwest,2
1635,1635,1635,37388,2014,ford,E-Series Van,van,automatic,ca,4.3,6810.0,white,gray,22800,22100,77030,1,pacific,2
1636,1636,1636,9341,2011,infiniti,G Sedan,sedan,automatic,ca,4.0,37461.0,gray,black,19000,21500,77030,4,pacific,2
1637,1637,1637,40669,2013,dodge,Dart,sedan,automatic,ca,3.6,27118.0,gray,black,11750,13200,77030,2,pacific,2
1638,1638,1638,135688,2014,chrysler,Town and Country,van,automatic,mn,4.0,28800.0,gray,black,18400,19200,83200,1,midwest,2
1639,1639,1639,279290,2012,ford,Escape,suv,automatic,nj,3.9,89405.0,white,gray,9400,9200,82750,3,northeast,1
1640,1640,1640,164362,2010,chrysler,Sebring,sedan,automatic,tn,2.1,70854.0,white,black,7300,5800,57290,5,southeast,1
1641,1641,1641,73163,2008,land rover,Range Rover Sport,suv,automatic,tx,2.0,94177.0,white,tan,19400,15700,68360,7,southwest,2
1642,1642,1642,34364,2011,nissan,Maxima,sedan,automatic,ca,3.2,32620.0,black,black,16850,19500,77030,4,pacific,2
1643,1643,1643,285606,2013,toyota,Sienna,van,automatic,nj,2.7,26411.0,gray,gray,25500,23300,82750,2,northeast,1
1644,1644,1644,220482,2008,nissan,Rogue,suv,automatic,fl,2.3,130420.0,gray,gray,6500,5100,59100,7,southeast,1
1645,1645,1645,402049,2013,volkswagen,Passat,sedan,automatic,il,4.2,60123.0,gray,black,10750,11300,73130,1,midwest,0
1646,1646,1646,292418,2012,ford,Fusion,sedan,automatic,nv,4.1,51960.0,black,beige,13000,11500,62960,3,mountain west,1
1647,1647,1647,167964,2006,honda,Odyssey,van,automatic,tn,2.9,169725.0,silver,gray,5100,4700,57290,9,southeast,1
1648,1648,1648,220736,2011,kia,Sorento,suv,automatic,fl,4.4,101311.0,burgundy,gray,10000,11100,59100,4,southeast,1
1649,1649,1649,152922,2014,kia,Optima,sedan,automatic,wi,4.9,8320.0,black,beige,15900,15000,67090,1,midwest,1
1650,1650,1650,331749,2014,ford,Escape,suv,automatic,mi,4.9,30860.0,black,tan,18800,20400,65610,1,midwest,0
1651,1651,1651,84895,2008,pontiac,G6,sedan,automatic,tx,2.9,139273.0,blue,black,3400,3600,68360,7,southwest,2
1652,1652,1652,20475,2013,bmw,5 Series,sedan,automatic,ca,3.9,17580.0,black,black,32500,32250,77030,2,pacific,2
1653,1653,1653,167214,2012,nissan,Altima,sedan,automatic,tn,4.3,34377.0,white,beige,12000,14600,57290,3,southeast,1
1654,1654,1654,455769,2001,honda,Accord,sedan,automatic,ma,1.9,141276.0,red,tan,2475,1900,82150,14,northeast,0
1655,1655,1655,18327,2014,ford,E-Series Wagon,van,automatic,ca,1.0,23204.0,white,gray,23700,15750,77030,1,pacific,2
1656,1656,1656,309324,2012,lexus,IS 250,sedan,automatic,oh,3.7,36052.0,black,gray,20700,20500,64520,3,midwest,1
1657,1657,1657,360406,2005,nissan,Xterra,suv,automatic,ga,2.3,135550.0,brown,tan,4250,4400,61450,10,southeast,0
1658,1658,1658,258666,2009,toyota,Corolla,sedan,manual,fl,1.0,144480.0,blue,gray,5300,1900,59100,6,southeast,1
1659,1659,1659,24170,2009,audi,Q7,suv,automatic,ca,3.4,109498.0,white,beige,13000,16000,77030,6,pacific,2
1660,1660,1660,224423,2014,toyota,Venza,wagon,automatic,fl,5.0,6906.0,gray,black,18500,22200,59100,1,southeast,1
1661,1661,1661,47668,2013,infiniti,G Sedan,sedan,automatic,ca,3.9,18252.0,black,beige,21700,21500,77030,2,pacific,2
1662,1662,1662,461120,2013,ford,Focus,hatchback,automatic,wa,2.3,26412.0,blue,black,11850,6900,81400,2,pacific,0
1663,1663,1663,13773,2012,land rover,Range Rover,suv,automatic,ca,4.7,62228.0,silver,black,39800,41000,77030,3,pacific,2
1664,1664,1664,39442,2011,honda,Accord,sedan,automatic,ca,1.9,60400.0,black,beige,11450,11200,77030,4,pacific,2
1665,1665,1665,444130,2012,ford,F-150,cab,automatic,mo,5.0,25665.0,red,tan,32400,33300,71660,3,midwest,0
1666,1666,1666,69218,2006,chevrolet,Equinox,suv,automatic,tx,3.6,127886.0,white,gray,4000,3700,68360,8,southwest,2
1667,1667,1667,300405,2014,ram,1500,cab,automatic,oh,4.4,23481.0,black,gray,20300,21000,64520,0,midwest,1
1668,1668,1668,228995,2001,honda,Civic,coupe,automatic,fl,1.9,144626.0,white,beige,1650,1400,59100,14,southeast,1
1669,1669,1669,78979,2011,nissan,Maxima,sedan,automatic,tx,1.9,30776.0,blue,black,16900,13800,68360,4,southwest,2
1670,1670,1670,387508,2013,ford,C-Max Energi,wagon,automatic,nc,4.8,112851.0,blue,beige,6275,9100,61490,2,southeast,0
1671,1671,1671,451016,2009,toyota,Camry Hybrid,sedan,automatic,ma,3.6,77764.0,gray,tan,10400,10900,82150,6,northeast,0
1672,1672,1672,292704,2004,ford,Thunderbird,convertible,automatic,nv,3.5,49127.0,red,black,13650,13800,62960,11,mountain west,1
1673,1673,1673,38912,2008,ford,F-150,cab,automatic,ca,2.9,98349.0,gold,tan,9950,9800,77030,7,pacific,2
1674,1674,1674,280539,2009,toyota,Camry,sedan,automatic,nj,3.5,83227.0,red,beige,9800,10400,82750,6,northeast,1
1675,1675,1675,12467,2008,audi,A6,sedan,automatic,ca,2.9,94350.0,blue,tan,11100,9800,77030,7,pacific,2
1676,1676,1676,244113,2002,gmc,Envoy,suv,automatic,fl,1.9,1.0,green,tan,4625,900,59100,13,southeast,1
1677,1677,1677,351647,2006,ford,F-350 Super Duty,cab,automatic,ga,3.4,285584.0,gray,gray,5425,5500,61450,9,southeast,0
1678,1678,1678,455814,2005,jeep,Liberty,suv,automatic,ma,2.8,149490.0,brown,tan,2750,2800,82150,10,northeast,0
1679,1679,1679,44247,2013,infiniti,G Sedan,sedan,automatic,ca,4.3,36709.0,white,beige,19750,31000,77030,2,pacific,2
1680,1680,1680,90084,2010,ford,F-150,cab,automatic,tx,2.3,217731.0,white,tan,13950,11200,68360,5,southwest,2
1681,1681,1681,138797,2013,ford,Explorer,suv,automatic,mn,4.7,30408.0,—,gray,25800,28800,83200,2,midwest,2
1682,1682,1682,400018,2001,bmw,7 Series,sedan,automatic,in,3.3,95326.0,black,tan,3475,2800,62930,14,midwest,0
1683,1683,1683,259438,2013,ford,Fusion,sedan,automatic,fl,4.0,54289.0,gray,black,11800,11200,59100,2,southeast,1
1684,1684,1684,159909,2012,ford,Fusion,sedan,automatic,tn,4.4,18629.0,blue,tan,14100,13800,57290,3,southeast,1
1685,1685,1685,241925,2014,dodge,Grand Caravan,van,automatic,fl,4.0,28397.0,black,black,16400,17000,59100,1,southeast,1
1686,1686,1686,439731,2012,nissan,Altima,sedan,automatic,mo,4.3,42698.0,red,black,11800,11000,71660,3,midwest,0
1687,1687,1687,126714,2012,toyota,Camry,sedan,automatic,pa,2.6,34276.0,black,gray,12700,12400,73100,3,northeast,2
1688,1688,1688,255293,2012,toyota,Camry,sedan,automatic,fl,4.0,38764.0,black,black,13450,13900,59100,3,southeast,1
1689,1689,1689,32693,2008,scion,xB,wagon,automatic,ca,3.5,148155.0,white,black,3825,6100,77030,7,pacific,2
1690,1690,1690,75333,2005,lincoln,Navigator,suv,automatic,tx,2.8,161171.0,green,tan,4100,3900,68360,10,southwest,2
1691,1691,1691,159004,2003,ford,Econoline Cargo,van,automatic,tn,2.4,216612.0,blue,gray,1700,2000,57290,11,southeast,2
1692,1692,1692,311820,2012,mercedes-benz,GL-Class,suv,automatic,oh,3.6,47720.0,—,gray,37500,38250,64520,3,midwest,1
1693,1693,1693,189434,2010,chevrolet,Malibu,sedan,automatic,fl,2.8,98340.0,gray,—,7000,6500,59100,4,southeast,1
1694,1694,1694,458252,2013,ford,Focus,sedan,manual,la,4.6,29742.0,gray,black,9450,9600,55590,2,southeast,0
1695,1695,1695,417255,2013,ford,Escape,suv,automatic,il,4.6,19527.0,red,black,19300,20600,73130,2,midwest,0
1696,1696,1696,438569,2011,infiniti,G Sedan,sedan,automatic,mo,3.6,42686.0,black,gray,17750,17500,71660,4,midwest,0
1697,1697,1697,458820,2011,ford,Ranger,cab,automatic,la,3.5,23334.0,white,gray,12100,11200,55590,4,southeast,0
1698,1698,1698,330309,2012,mazda,Mazda3,sedan,automatic,mi,2.9,46665.0,gray,black,9225,9200,65610,3,midwest,0
1699,1699,1699,72117,2011,ford,F-150,cab,automatic,tx,3.7,70268.0,silver,black,24600,26700,68360,4,southwest,2
1700,1700,1700,411374,2013,dodge,Grand Caravan,van,automatic,il,2.9,60116.0,gray,black,12150,12600,73130,2,midwest,0
1701,1701,1701,272582,2012,honda,Civic,sedan,automatic,nj,3.7,17154.0,gray,gray,12900,12700,82750,3,northeast,1
1702,1702,1702,36428,2013,kia,Forte,sedan,automatic,ca,2.8,39146.0,white,gray,9125,7500,77030,2,pacific,2
1703,1703,1703,329455,2014,chevrolet,Impala Limited,sedan,automatic,mi,4.0,23325.0,silver,beige,14850,14400,65610,1,midwest,0
1704,1704,1704,238112,2014,chevrolet,Malibu,sedan,automatic,fl,4.0,26348.0,silver,gray,13750,14000,59100,1,southeast,1
1705,1705,1705,152442,1999,ford,Explorer,suv,automatic,wi,1.0,169714.0,white,gray,750,300,67090,16,midwest,2
1706,1706,1706,202793,2012,lexus,IS 250,sedan,automatic,fl,4.6,26019.0,blue,gray,21800,21600,59100,3,southeast,1
1707,1707,1707,74676,2013,dodge,Journey,suv,automatic,tx,4.7,24338.0,blue,black,14750,15600,68360,2,southwest,2
1708,1708,1708,183540,2004,honda,Accord,sedan,automatic,md,2.5,197678.0,black,tan,3225,2900,89090,11,northeast,1
1709,1709,1709,332251,2013,ford,Fusion,sedan,automatic,mi,4.7,44450.0,gray,black,13050,13500,65610,2,midwest,0
1710,1710,1710,144051,2011,lexus,RX 350,suv,automatic,az,3.5,41375.0,burgundy,black,24500,26500,63250,4,southwest,2
1711,1711,1711,449912,2008,chevrolet,Silverado 1500,cab,automatic,ny,2.5,71402.0,blue,tan,17100,15600,70210,7,northeast,0
1712,1712,1712,225511,2014,toyota,Camry,sedan,automatic,fl,4.8,14027.0,black,black,16700,17300,59100,1,southeast,1
1713,1713,1713,293651,2006,subaru,Impreza,sedan,manual,nv,2.9,44583.0,blue,blue,17400,20100,62960,9,mountain west,1
1714,1714,1714,243723,2012,acura,TSX,sedan,automatic,fl,4.1,32426.0,silver,black,17250,16500,59100,3,southeast,1
1715,1715,1715,66380,2011,mini,Cooper,hatchback,manual,tx,4.3,75968.0,blue,black,10500,10600,68360,3,southwest,2
1716,1716,1716,115365,2011,ram,Dakota,cab,automatic,pa,4.2,43944.0,silver,gray,19100,18300,73100,4,northeast,2
1717,1717,1717,7834,2013,ford,Fusion,sedan,automatic,ca,2.0,26128.0,black,black,18350,14000,77030,2,pacific,2
1718,1718,1718,184732,2013,ford,Escape,suv,automatic,md,4.8,18502.0,white,gray,22300,23100,89090,2,northeast,1
1719,1719,1719,16765,1999,mercedes-benz,CLK-Class,convertible,automatic,ca,2.7,169479.0,blue,gray,1800,1900,77030,16,pacific,2
1720,1720,1720,464443,2011,acura,TSX,sedan,automatic,wa,4.5,35362.0,white,black,16200,19900,81400,4,pacific,0
1721,1721,1721,318445,2005,lincoln,Navigator,suv,automatic,oh,2.0,170122.0,black,gray,5400,3600,64520,10,midwest,0
1722,1722,1722,421543,2013,nissan,Sentra,sedan,automatic,il,4.3,19642.0,green,gray,12400,14000,73130,2,midwest,0
1723,1723,1723,11788,2012,chevrolet,Equinox,suv,automatic,ca,3.9,88104.0,black,gray,10050,11500,77030,3,pacific,2
1724,1724,1724,368457,2014,toyota,Camry,sedan,automatic,va,4.4,32803.0,white,black,15550,16000,74430,1,southeast,0
1725,1725,1725,334550,2011,chevrolet,Cruze,sedan,automatic,ga,3.7,43896.0,red,black,11250,12000,61450,3,southeast,0
1726,1726,1726,90701,2012,fiat,500,hatchback,manual,tx,3.7,36129.0,black,black,7400,6200,68360,3,southwest,2
1727,1727,1727,430533,2006,dodge,Durango,suv,automatic,ut,2.4,101370.0,white,gray,4650,5900,80200,9,mountain west,0
1728,1728,1728,282747,2013,ford,Edge,suv,automatic,nj,4.7,17401.0,blue,black,18050,18000,82750,2,northeast,1
1729,1729,1729,250788,2012,kia,Optima,sedan,automatic,fl,3.7,35078.0,black,gray,14250,14800,59100,3,southeast,1
1730,1730,1730,242762,2006,buick,Terraza,van,automatic,fl,3.2,66672.0,gray,gray,5500,6900,59100,9,southeast,1
1731,1731,1731,55024,2005,bmw,5 Series,sedan,automatic,ca,2.4,133721.0,silver,black,5550,6900,77030,10,pacific,2
1732,1732,1732,21273,2005,honda,Element,suv,automatic,ca,2.3,186768.0,green,gray,3950,3900,77030,10,pacific,2
1733,1733,1733,205300,2009,honda,Accord,sedan,automatic,fl,3.5,126416.0,gray,gray,8350,7700,59100,6,southeast,1
1734,1734,1734,230549,2001,cadillac,DeVille,sedan,automatic,fl,3.3,174125.0,silver,beige,875,1800,59100,14,southeast,1
1735,1735,1735,2018,2014,dodge,Challenger,coupe,automatic,ca,1.0,19062.0,gray,black,18100,15700,77030,0,pacific,2
1736,1736,1736,98979,2012,nissan,Maxima,sedan,automatic,tx,2.3,23735.0,white,black,17700,16200,68360,3,southwest,2
1737,1737,1737,174224,2013,dodge,Avenger,sedan,automatic,tn,3.5,51996.0,white,black,9450,8100,57290,2,southeast,1
1738,1738,1738,168789,2011,infiniti,EX,suv,automatic,tn,2.8,39123.0,gray,black,22200,20800,57290,4,southeast,1
1739,1739,1739,166834,2014,nissan,Altima,sedan,automatic,tn,4.1,52096.0,gray,black,13650,13200,57290,1,southeast,1
1740,1740,1740,414208,2011,lincoln,MKZ,sedan,automatic,il,2.7,35669.0,white,tan,14050,13700,73130,4,midwest,0
1741,1741,1741,239760,2013,mercedes-benz,E-Class,convertible,automatic,fl,2.5,33536.0,silver,black,32200,31000,59100,2,southeast,1
1742,1742,1742,375969,2015,ford,Explorer,suv,automatic,sc,3.0,13921.0,black,beige,32300,28200,56120,0,southeast,0
1743,1743,1743,241330,2007,chevrolet,Avalanche,cab,automatic,fl,2.9,92717.0,blue,black,15500,14200,59100,8,southeast,1
1744,1744,1744,24349,2012,honda,Crosstour,hatchback,automatic,ca,4.2,24209.0,gray,black,17000,17600,77030,3,pacific,2
1745,1745,1745,211946,2014,toyota,4Runner,suv,automatic,fl,4.2,15991.0,gray,black,39000,40200,59100,1,southeast,1
1746,1746,1746,320878,2006,lincoln,Mark LT,cab,automatic,mi,3.0,98904.0,silver,black,13550,12900,65610,8,midwest,0
1747,1747,1747,41512,2003,audi,A4,sedan,automatic,ca,3.9,144760.0,blue,beige,2200,1900,77030,12,pacific,2
1748,1748,1748,72972,2011,nissan,Rogue,suv,automatic,tx,4.6,20678.0,gray,gray,14350,14800,68360,4,southwest,2
1749,1749,1749,459646,2013,hyundai,Elantra,sedan,automatic,la,2.2,52529.0,white,beige,9400,9100,55590,2,southeast,0
1750,1750,1750,230908,2008,ford,F-350 Super Duty,cab,automatic,fl,4.0,107293.0,blue,brown,22800,26200,59100,7,southeast,1
1751,1751,1751,397757,2007,jeep,Grand Cherokee,suv,automatic,in,4.5,67835.0,gray,gray,9250,10100,62930,7,midwest,0
1752,1752,1752,263747,2013,chevrolet,Impala,sedan,automatic,ne,3.6,53690.0,red,black,12100,12500,73200,2,midwest,1
1753,1753,1753,300474,2013,kia,Sportage,suv,automatic,oh,4.7,19170.0,black,black,16450,16800,64520,1,midwest,1
1754,1754,1754,25490,2014,nissan,Altima,sedan,automatic,ca,4.2,13575.0,silver,black,15850,14750,77030,1,pacific,2
1755,1755,1755,418718,2014,honda,Civic,sedan,automatic,il,4.3,16154.0,white,gray,14050,15000,73130,1,midwest,0
1756,1756,1756,170000,2012,chevrolet,Express Cargo,van,automatic,tn,2.3,247415.0,white,gray,6375,6700,57290,3,southeast,1
1757,1757,1757,387315,2002,honda,Odyssey,van,automatic,nc,2.3,160009.0,green,gray,1975,2400,61490,13,southeast,0
1758,1758,1758,14789,2013,bmw,5 Series,sedan,automatic,ca,4.2,20120.0,white,gray,39000,41250,77030,2,pacific,2
1759,1759,1759,288565,2006,dodge,Dakota,cab,automatic,nv,2.0,212705.0,white,—,3325,4200,62960,9,mountain west,1
